,date,kosdaq
913,2019.07.08,668.0
914,2019.07.05,694.0
915,2019.07.04,691.0
916,2019.07.03,693.0
917,2019.07.02,696.0
918,2019.07.01,696.0
919,2019.06.28,690.0
920,2019.06.27,698.0
921,2019.06.26,709.0
922,2019.06.25,710.0
923,2019.06.24,717.0
924,2019.06.21,722.0
925,2019.06.20,727.0
926,2019.06.19,717.0
927,2019.06.18,714.0
928,2019.06.17,719.0
929,2019.06.14,722.0
930,2019.06.13,726.0
931,2019.06.12,724.0
932,2019.06.11,728.0
933,2019.06.10,721.0
934,2019.06.07,716.0
935,2019.06.05,707.0
936,2019.06.04,702.0
937,2019.06.03,697.0
938,2019.05.31,696.0
939,2019.05.30,689.0
940,2019.05.29,691.0
941,2019.05.28,702.0
942,2019.05.27,689.0
943,2019.05.24,690.0
944,2019.05.23,696.0
945,2019.05.22,706.0
946,2019.05.21,703.0
947,2019.05.20,702.0
948,2019.05.17,714.0
949,2019.05.16,717.0
950,2019.05.15,729.0
951,2019.05.14,710.0
952,2019.05.13,708.0
953,2019.05.10,722.0
954,2019.05.09,724.0
955,2019.05.08,745.0
956,2019.05.07,753.0
957,2019.05.03,761.0
958,2019.05.02,760.0
959,2019.04.30,754.0
960,2019.04.29,750.0
961,2019.04.26,741.0
962,2019.04.25,750.0
963,2019.04.24,757.0
964,2019.04.23,761.0
965,2019.04.22,762.0
966,2019.04.19,762.0
967,2019.04.18,753.0
968,2019.04.17,766.0
969,2019.04.16,765.0
970,2019.04.15,766.0
971,2019.04.12,767.0
972,2019.04.11,766.0
973,2019.04.10,760.0
974,2019.04.09,756.0
975,2019.04.08,751.0
976,2019.04.05,751.0
977,2019.04.04,751.0
978,2019.04.03,749.0
979,2019.04.02,739.0
980,2019.04.01,736.0
981,2019.03.29,729.0
982,2019.03.28,719.0
983,2019.03.27,728.0
984,2019.03.26,736.0
985,2019.03.25,727.0
986,2019.03.22,743.0
987,2019.03.21,743.0
988,2019.03.20,749.0
989,2019.03.19,748.0
990,2019.03.18,753.0
991,2019.03.15,748.0
992,2019.03.14,755.0
993,2019.03.13,754.0
994,2019.03.12,754.0
995,2019.03.11,739.0
996,2019.03.08,735.0
997,2019.03.07,736.0
998,2019.03.06,746.0
999,2019.03.05,747.0
1000,2019.03.04,748.0
1001,2019.02.28,731.0
1002,2019.02.27,752.0
1003,2019.02.26,747.0
1004,2019.02.25,750.0
1005,2019.02.22,743.0
1006,2019.02.21,747.0
1007,2019.02.20,750.0
1008,2019.02.19,748.0
1009,2019.02.18,745.0
1010,2019.02.15,738.0
1011,2019.02.14,742.0
1012,2019.02.13,739.0
1013,2019.02.12,730.0
1014,2019.02.11,733.0
1015,2019.02.08,728.0
1016,2019.02.07,728.0
1017,2019.02.01,716.0
1018,2019.01.31,716.0
1019,2019.01.30,715.0
1020,2019.01.29,710.0
1021,2019.01.28,714.0
1022,2019.01.25,711.0
1023,2019.01.24,704.0
1024,2019.01.23,695.0
1025,2019.01.22,694.0
1026,2019.01.21,695.0
1027,2019.01.18,696.0
1028,2019.01.17,686.0
1029,2019.01.16,693.0
1030,2019.01.15,690.0
1031,2019.01.14,683.0
1032,2019.01.11,686.0
1033,2019.01.10,683.0
1034,2019.01.09,679.0
1035,2019.01.08,668.0
1036,2019.01.07,672.0
1037,2019.01.04,664.0
1038,2019.01.03,657.0
1039,2019.01.02,669.0
1040,2018.12.28,675.0
1041,2018.12.27,667.0
1042,2018.12.26,665.0
1043,2018.12.24,669.0
1044,2018.12.21,673.0
1045,2018.12.20,668.0
1046,2018.12.19,672.0
